text,label,source
no sense and the acting was painfully bad throughout. The plot made,0,synthetic
a brilliant job bringing this story to life beautifully. The director did,1,synthetic
has no redeeming qualities and is best avoided at all costs. This film,0,synthetic
fantastic and I loved every minute of it. This movie was absolutely,1,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
acting make this a must-watch film. Exceptional screenplay and superb,1,synthetic
"be: powerful, emotional, and beautiful. This is exactly what cinema should",1,synthetic
best avoided at all costs. This film has no redeeming qualities and is,0,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
job bringing this story to life beautifully. The director did a brilliant,1,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
on the edge. The cinematography is stunning and the plot keeps you,1,synthetic
characters were entirely unconvincing. The script was awful and the,0,synthetic
and poorly made film. Do not waste your money on this disappointing,0,synthetic
acting was painfully bad throughout. The plot made no sense and the,0,synthetic
loved every minute of it. This movie was absolutely fantastic and I,1,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
painfully bad throughout. The plot made no sense and the acting was,0,synthetic
"mess that fails on every conceivable level. A tedious, predictable",0,synthetic
with you forever. A heartwarming and deeply moving story that will stay,1,synthetic
and the plot keeps you on the edge. The cinematography is stunning,1,synthetic
awful and the characters were entirely unconvincing. The script was,0,synthetic
on the edge. The cinematography is stunning and the plot keeps you,1,synthetic
qualities and is best avoided at all costs. This film has no redeeming,0,synthetic
"feeling completely satisfied. I laughed, I cried, and I left the theatre",1,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
the plot keeps you on the edge. The cinematography is stunning and,1,synthetic
"powerful, emotional, and beautiful. This is exactly what cinema should be:",1,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
"in every way. This was a complete waste of time, absolutely terrible",0,synthetic
made no sense and the acting was painfully bad throughout. The plot,0,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
story that will stay with you forever. A heartwarming and deeply moving,1,synthetic
performances from the entire cast. An incredible film with outstanding,1,synthetic
"feeling completely satisfied. I laughed, I cried, and I left the theatre",1,synthetic
no redeeming qualities and is best avoided at all costs. This film has,0,synthetic
characters were entirely unconvincing. The script was awful and the,0,synthetic
"year, a total disaster from start. The worst movie I have seen this",0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
story to life beautifully. The director did a brilliant job bringing this,1,synthetic
"theatre feeling completely satisfied. I laughed, I cried, and I left the",1,synthetic
no redeeming qualities and is best avoided at all costs. This film has,0,synthetic
"from start to finish, truly a masterpiece. I was completely captivated",1,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
keeps you on the edge. The cinematography is stunning and the plot,1,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
"that fails on every conceivable level. A tedious, predictable mess",0,synthetic
"out after the first ten minutes, it was that bad. I wanted to walk",0,synthetic
"finish, truly a masterpiece. I was completely captivated from start to",1,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
outstanding performances from the entire cast. An incredible film with,1,synthetic
"waste of time, absolutely terrible in every way. This was a complete",0,synthetic
"ever seen, highly recommend to everyone. One of the best films I have",1,synthetic
bringing this story to life beautifully. The director did a brilliant job,1,synthetic
redeeming qualities and is best avoided at all costs. This film has no,0,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
"exactly what cinema should be: powerful, emotional, and beautiful. This is",1,synthetic
and superb acting make this a must-watch film. Exceptional screenplay,1,synthetic
and poorly made film. Do not waste your money on this disappointing,0,synthetic
and deeply moving story that will stay with you forever. A heartwarming,1,synthetic
"disaster from start. The worst movie I have seen this year, a total",0,synthetic
"every conceivable level. A tedious, predictable mess that fails on",0,synthetic
"cried, and I left the theatre feeling completely satisfied. I laughed, I",1,synthetic
"theatre feeling completely satisfied. I laughed, I cried, and I left the",1,synthetic
"I have ever seen, highly recommend to everyone. One of the best films",1,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
did a brilliant job bringing this story to life beautifully. The director,1,synthetic
"waste of time, absolutely terrible in every way. This was a complete",0,synthetic
"absolutely terrible in every way. This was a complete waste of time,",0,synthetic
to life beautifully. The director did a brilliant job bringing this story,1,synthetic
"exactly what cinema should be: powerful, emotional, and beautiful. This is",1,synthetic
"of time, absolutely terrible in every way. This was a complete waste",0,synthetic
best avoided at all costs. This film has no redeeming qualities and is,0,synthetic
absolutely fantastic and I loved every minute of it. This movie was,1,synthetic
"mess that fails on every conceivable level. A tedious, predictable",0,synthetic
poorly made film. Do not waste your money on this disappointing and,0,synthetic
"disaster from start. The worst movie I have seen this year, a total",0,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
"this year, a total disaster from start. The worst movie I have seen",0,synthetic
